date,summoner_name,rank,lp,season_points,wins,losses
22/04/03,IMT Xerxe,86,170,0,27,20
22/04/03,C9 Berserker,87,165,0,27,22
22/04/03,AK Hoglet,88,160,0,26,22
22/04/03,EG Inspired,88,160,0,29,26
22/04/03,Jensen,88,160,0,32,36
22/04/03,R7 Oddie,91,155,0,25,20
22/04/03,TL Haeri,91,155,0,37,49
22/04/03,EST Grell,93,150,0,36,42
22/04/03,CLG RoseThorn,94,145,0,22,15
22/04/03,FLY aphromoo,95,140,0,31,35
22/04/03,GG Stixxay,95,140,0,21,19
22/04/03,EST Lyg,95,140,0,45,66
22/04/03,WC Strompest,98,135,0,37,52
22/04/03,DIG JayJ,98,135,0,21,15
22/04/03,100 FBI,98,135,0,27,28
22/04/03,INF cody,101,130,0,27,29
22/04/03,IMT Joey,101,130,0,33,40
22/04/03,IMT Dardoch,103,125,0,20,15
22/04/03,C9 Copy,103,125,0,15,5
22/04/03,TL Bradley,105,120,0,37,51
22/04/03,TSM Tactical,105,120,0,20,16
22/04/03,IMT WildTurtle,107,115,0,22,21
22/04/03,100 Wixxi,108,110,0,21,22
22/04/03,CLG Contractz,108,110,0,13,4
22/04/03,NOT 5fire,108,110,0,17,12
22/04/03,100X Array,111,105,0,31,42
22/04/03,Keith,111,105,0,30,42
22/04/03,WC Minui,113,100,0,16,14
22/04/03,GET Bardito,114,95,0,20,23
22/04/03,GET Fix,114,95,0,38,59
22/04/03,3P Messages,114,95,0,14,11
22/04/03,IMT Chad,117,90,0,18,18
22/04/03,INF Ackerman,117,90,0,18,20
22/04/03,TA Nightstar,119,85,0,24,35
22/04/03,NOT Gryffinn,119,85,0,24,37
22/04/03,GG Chime,119,85,0,16,15
22/04/03,R7 Warangelus,122,80,0,35,54
22/04/03,TSM Hyper,122,80,0,11,7
22/04/03,XTN Archer,122,80,0,29,46
22/04/03,FLY Yuuji,122,80,0,28,40
22/04/03,CLG Prismal,122,80,0,21,26
22/04/03,UCI Kim Down,127,75,0,11,8
22/04/03,100 Ssumday,127,75,0,23,33
22/04/03,TG Trixter,129,70,0,10,7
22/04/03,RAD Raheen,129,70,0,11,8
22/04/03,TA Chookies,129,70,0,12,11
22/04/03,C9 Qit0ng,132,65,0,19,28
22/04/03,TSM Keaiduo,132,65,0,7,3
22/04/03,TA Dec0y,134,60,0,20,33
22/04/03,SN Saico,134,60,0,15,20
22/04/03,EG Soligo,134,60,0,25,40
22/04/03,DARE Enigma,134,60,0,9,7
22/04/03,R7 Slow,134,60,0,18,25
22/04/03,WC Crazy Goose,134,60,0,28,44
22/04/03,AK Pancake,140,55,0,16,25
22/04/03,Pobelter,140,55,0,29,50
22/04/03,CLG Poome,140,55,0,23,35
22/04/03,C9 k1ng,140,55,0,10,10
22/04/03,TSM Spica,140,55,0,8,5
22/04/03,DIG Spawn,140,55,0,9,12
22/04/03,EG Danny,140,55,0,9,7
22/04/03,Solo,140,55,0,8,5
22/04/03,AZE 5kid,148,50,0,12,14
22/04/03,100X Keel,148,50,0,26,43
22/04/03,BOG Inori,148,50,0,7,10
22/04/03,BOG B3nji,148,50,0,9,8
22/04/03,XTN Horus,148,50,0,8,6
22/04/03,GTC duoking,153,45,0,6,3
22/04/03,WIN Kenji,153,45,0,16,25
22/04/03,WC Jeremy,153,45,0,17,28
22/04/03,DNHA Svmmy,153,45,0,55,105
22/04/03,UCI Cinna,153,45,0,8,7
22/04/03,NOT Scoooped,153,45,0,6,3
22/04/03,MU Shady,153,45,0,8,8
22/04/03,DIG FakeGod,153,45,0,10,11
22/04/03,WIN FrostForest,153,45,0,7,6
22/04/03,DIG eXyu,153,45,0,12,16
22/04/03,XTN camilo,153,45,0,12,15
22/04/03,Doublelift,153,45,0,19,30
22/04/03,BAY Seranok,165,40,0,19,35
22/04/03,DIG Blue,165,40,0,7,6
22/04/03,INF Kz,165,40,0,15,24
22/04/03,DIG DARKWINGS,165,40,0,11,18
22/04/03,100 Gamsu,165,40,0,8,12
22/04/03,TSM Yursan,165,40,0,10,16
22/04/03,TSM Huni,165,40,0,5,3
22/04/03,DNHA Dinka,165,40,0,4,0
22/04/03,3P Zamudo,165,40,0,8,16
22/04/03,EST Acce,174,35,0,39,76
22/04/03,UCI Misterdot,174,35,0,5,7
22/04/03,100X Sniper,174,35,0,5,4
22/04/03,CLG Triple,174,35,0,7,8
22/04/03,R7 Daiky,174,35,0,9,18
22/04/03,WC 0 n a t,174,35,0,4,3
22/04/03,WC Toasty,174,35,0,4,1
22/04/03,GTC Vakin,174,35,0,8,10
22/04/03,MU APA,174,35,0,8,12
22/04/03,100X donbray,183,30,0,6,6
22/04/03,RAD Lightpulse,183,30,0,11,19
22/04/03,IMA shochi,183,30,0,6,6
22/04/03,TL Rhino,183,30,0,4,2
22/04/03,GG Violet,183,30,0,4,3
22/04/03,AK Skeeto,183,30,0,13,23
22/04/03,NOT Dragoon,189,25,0,4,3
22/04/03,WC Griffin,189,25,0,17,33
22/04/03,DARE BMFX,189,25,0,3,1
22/04/03,XTN Zerito,189,25,0,10,29
22/04/03,UCI dtro18,189,25,0,13,22
22/04/03,SN im baekho,189,25,0,8,11
22/04/03,NOT Jishuka,189,25,0,7,9
22/04/03,IMA Trevor,189,25,0,8,14
22/04/03,GG Akaadian,189,25,0,5,6
22/04/03,MUS Getback,198,20,0,4,6
22/04/03,BAY Bejjaniii,198,20,0,5,6
22/04/03,DARE Censored,198,20,0,3,6
22/04/03,UCI sahori,198,20,0,3,5
22/04/03,BAY Dragonmin,198,20,0,5,9
22/04/03,INF Jauny,198,20,0,6,9
22/04/03,Qit0ng,198,20,0,2,0
22/04/03,EGP Faisal,198,20,0,3,2
22/04/03,TG Qwacker,198,20,0,2,2
22/04/03,EGP Perry,207,15,0,5,10
22/04/03,IMA Meech,207,15,0,2,7
22/04/03,AK Zothve,207,15,0,27,59
22/04/03,UCI Berik,207,15,0,2,1
22/04/03,SN Firetheft,207,15,0,2,3
22/04/03,IMA animegirl,207,15,0,3,6
22/04/03,Goldenglue,207,15,0,5,8
22/04/03,AZE Aloned,207,15,0,11,19
22/04/03,DIG Eclipse,207,15,0,3,4
22/04/03,ISG seiya,207,15,0,3,5
22/04/03,ISG FIare,207,15,0,2,3
22/04/03,Sneaky,207,15,0,2,2
22/04/03,NR Pynt,207,15,0,3,5
22/04/03,TG Doxa,220,10,0,1,0
22/04/03,ISG Gavotto,220,10,0,2,2
22/04/03,RAD Bluster,220,10,0,1,1
22/04/03,GET Plugo,220,10,0,2,3
22/04/03,C9 Fudge,220,10,0,1,0
22/04/03,R7 Ceo,220,10,0,3,4
22/04/03,ISU DrewDozer,220,10,0,1,2
22/04/03,CIyde,220,10,0,7,22
22/04/03,3P Munchy,220,10,0,2,3
22/04/03,WC Rhino,220,10,0,1,0
22/04/03,BOG Tuesday,220,10,0,1,3
22/04/03,WC O n a t,220,10,0,2,5
22/04/03,BOG dshao,220,10,0,2,2
22/04/03,YU Wally,220,10,0,1,1
22/04/03,AnDa,220,10,0,1,0
22/04/03,EG SkyTec,235,5,0,15,37
22/04/03,DARE Blossoms,235,5,0,4,10
22/04/03,WIN Avano,235,5,0,3,7
22/04/03,RAD Crimson,235,5,0,1,1
22/04/03,3P Lunar2,235,5,0,1,1
22/04/03,BAY Braine,240,0,0,2,5
22/04/03,MUS Kind,240,0,0,3,6
22/04/03,TA Nemesis9,240,0,0,2,10
22/04/03,MU Azog,240,0,0,9,22
22/04/03,MU Odd Orange,240,0,0,2,12
22/04/03,DARE Snow2,240,0,0,0,4
22/04/03,TG Cozy,240,0,0,0,1
22/04/03,NOT Blazze,240,0,0,1,3
22/04/03,WIN Saint GRIMM,240,0,0,0,9
22/04/03,DARE Leemo,240,0,0,3,9
22/04/03,WIN Mordio,240,0,0,5,14
22/04/03,SN Pseudo,240,0,0,0,5
22/04/03,BAY SophistSage,240,0,0,1,2
22/04/03,WIN Vex,240,0,0,8,17
22/04/03,AZE Straight,240,0,0,4,8
22/04/03,EGP Daption,240,0,0,1,6
22/04/03,Mash,240,0,0,0,3
22/04/03,100X Mist,240,0,0,0,1
22/04/03,EGP LEO99,240,0,0,1,4
22/04/03,GET Fs,240,0,0,1,9
22/04/03,DIG Biofrost,240,0,0,2,6
22/04/03,TG Links,240,0,0,0,2
22/04/03,C9 Winsome,240,0,0,0,3
22/04/03,INF Brayaron,240,0,0,4,12
22/04/03,XTN Tyr,240,0,0,2,8
22/04/03,INF SolidSnake,240,0,0,1,11
22/04/03,GG Iconic,240,0,0,0,2
22/04/03,ISG Follow,240,0,0,3,7
22/04/03,MU Aizo,240,0,0,1,4
22/04/03,ISU Tempos,240,0,0,2,5
22/04/03,WC Rapid,240,0,0,1,8
22/04/03,Min,240,0,0,0,1
22/04/03,3P MikeYeung,240,0,0,0,3
22/04/03,GET Warangelus,240,0,0,2,10
22/04/03,ISU Yen,240,0,0,2,9
22/04/03,GTC SiddyWiddy,240,0,0,0,2
22/04/02,EG jojopyun,1,885,50,126,76
22/04/02,GG Olleh,2,800,40,114,69
22/04/02,EG Kaori,3,780,30,119,82
22/04/02,EG Srtty,4,740,30,109,70
22/04/02,C9 Zven,5,725,30,105,65
22/04/02,BOG RJS,6,650,20,130,130
22/04/02,EST Mia,7,635,20,100,73
22/04/02,TL Armao,8,630,20,98,70
22/04/02,FLY Kumo,9,625,20,115,107
22/04/02,CLG Dhokla,10,605,20,91,61
22/04/02,EG Tomio,11,590,10,105,92
22/04/02,DIG River,12,565,10,73,34
22/04/02,GG Tony Top,13,535,10,99,91
22/04/02,TL Yeon,14,490,10,72,46
22/04/02,ISG ADD,15,480,10,62,28
22/04/02,FLY Tomo,16,475,10,72,49
22/04/02,SN Ariendel,17,455,10,82,73
22/04/02,GG Lost,18,450,10,63,36
22/04/02,FLY Josedeodo,19,440,10,78,68
22/04/02,100 Kenvi,19,440,10,65,42
22/04/02,TL Hans sama,21,435,10,64,41
22/04/02,CLG Breezy,21,435,10,80,73
22/04/02,Lourlo,23,415,10,93,103
22/04/02,TSM Takeover,24,405,10,79,80
22/04/02,IMT Arrow,25,395,10,63,47
22/04/02,Smoothie,26,390,5,74,70
22/04/02,AZE Dimitry,26,390,5,62,48
22/04/02,TL CoreJJ,28,385,5,59,41
22/04/02,FLY Johnsun,29,380,5,55,34
22/04/02,GG Ablazeolive,29,380,5,66,56
22/04/02,100 Busio,31,375,5,62,52
22/04/02,TL Eyla,32,355,5,55,39
22/04/02,NOT Yukino,32,355,5,61,51
22/04/02,FLY Diamond,34,340,5,72,76
22/04/02,ISG Jelly,35,335,5,51,35
22/04/02,IMT Destiny,35,335,5,58,50
22/04/02,100 Abbedagge,35,335,5,50,33
22/04/02,GG Licorice,38,330,5,49,32
22/04/02,100 Tenacity,38,330,5,55,47
22/04/02,C9 Darshan,40,320,5,63,65
22/04/02,C9 Malice,41,310,5,48,34
22/04/02,MU Niles,42,305,5,55,50
22/04/02,FLY Philip,42,305,5,63,67
22/04/02,R7 Cepted,42,305,5,51,41
22/04/02,TL Santorin,45,300,5,46,35
22/04/02,GG Pridestalkr,46,295,5,74,89
22/04/02,100X Sword,47,290,5,57,61
22/04/02,Stunt,47,290,5,56,56
22/04/02,IMA Winston,49,280,5,71,88
22/04/02,XTN Keine,50,270,5,48,44
22/04/02,Gweiss,51,260,0,47,43
22/04/02,DIG Neo,51,260,0,34,16
22/04/02,EG Impact,53,255,0,46,41
22/04/02,CLG Jenkins,53,255,0,39,29
22/04/02,C9 Summit,53,255,0,36,23
22/04/02,UCI duong pro,56,250,0,46,46
22/04/02,IMT PowerOfEvil,56,250,0,35,21
22/04/02,TSM Shenyi,58,245,0,47,45
22/04/02,EST Bvoy,59,240,0,64,82
22/04/02,TL Bjergsen,59,240,0,38,29
22/04/02,R7 SoHwan,61,235,0,50,55
22/04/02,CLG Luger,61,235,0,49,52
22/04/02,EST Leza,61,235,0,40,33
22/04/02,CLG Palafox,64,230,0,51,60
22/04/02,100 Closer,64,230,0,36,26
22/04/02,TL Bwipo,64,230,0,40,34
22/04/02,100 JimieN,67,225,0,40,36
22/04/02,AK Luci,68,220,0,50,58
22/04/02,EG Vulcan,69,215,0,33,24
22/04/02,FLY toucouille,70,210,0,45,49
22/04/02,EGP Sketch,71,205,0,40,45
22/04/02,AZE Lonely,72,200,0,26,12
22/04/02,100X Insanity,73,195,0,40,43
22/04/02,FLY Spirax,73,195,0,36,33
22/04/02,AK CaD,73,195,0,31,26
22/04/02,IMT Pretty,76,190,0,43,48
22/04/02,C9 Isles,76,190,0,31,26
22/04/02,GG ry0ma,76,190,0,31,24
22/04/02,Svenskeren,76,190,0,30,22
22/04/02,IMT Revenge,80,185,0,40,44
22/04/02,C9 Blaber,80,185,0,25,13
22/04/02,100 huhi,82,180,0,42,50
22/04/02,TSM V1per,82,180,0,32,28
22/04/02,IMT Concept,82,180,0,42,49
22/04/02,TSM Instinct,85,175,0,50,65
22/04/02,IMT Xerxe,86,170,0,27,20
22/04/02,C9 Berserker,87,165,0,27,22
22/04/02,AK Hoglet,88,160,0,26,22
22/04/02,EG Inspired,88,160,0,29,26
22/04/02,Jensen,88,160,0,32,36
22/04/02,R7 Oddie,91,155,0,25,20
22/04/02,TL Haeri,91,155,0,37,49
22/04/02,EST Grell,93,150,0,36,42
22/04/02,CLG RoseThorn,94,145,0,22,15
22/04/02,FLY aphromoo,95,140,0,31,35
22/04/02,GG Stixxay,95,140,0,21,19
22/04/02,EST Lyg,95,140,0,45,66
22/04/02,WC Strompest,98,135,0,37,52
22/04/02,DIG JayJ,98,135,0,21,15
22/04/02,100 FBI,98,135,0,27,28
22/04/02,INF cody,101,130,0,27,29
22/04/02,IMT Joey,101,130,0,33,40
22/04/02,IMT Dardoch,103,125,0,20,15
22/04/02,C9 Copy,103,125,0,15,5
22/04/02,TL Bradley,105,120,0,37,51
22/04/02,TSM Tactical,105,120,0,20,16
22/04/02,IMT WildTurtle,107,115,0,22,21
22/04/02,100 Wixxi,108,110,0,21,22
22/04/02,CLG Contractz,108,110,0,13,4
22/04/02,NOT 5fire,108,110,0,17,12
22/04/02,100X Array,111,105,0,31,42
22/04/02,Keith,111,105,0,30,42
22/04/02,WC Minui,113,100,0,16,14
22/04/02,GET Bardito,114,95,0,20,23
22/04/02,GET Fix,114,95,0,38,59
22/04/02,3P Messages,114,95,0,14,11
22/04/02,IMT Chad,117,90,0,18,18
22/04/02,INF Ackerman,117,90,0,18,20
22/04/02,TA Nightstar,119,85,0,24,35
22/04/02,NOT Gryffinn,119,85,0,24,37
22/04/02,GG Chime,119,85,0,16,15
22/04/02,R7 Warangelus,122,80,0,35,54
22/04/02,TSM Hyper,122,80,0,11,7
22/04/02,XTN Archer,122,80,0,29,46
22/04/02,FLY Yuuji,122,80,0,28,40
22/04/02,CLG Prismal,122,80,0,21,26
22/04/02,UCI Kim Down,127,75,0,11,8
22/04/02,100 Ssumday,127,75,0,23,33
22/04/02,TG Trixter,129,70,0,10,7
22/04/02,RAD Raheen,129,70,0,11,8
22/04/02,TA Chookies,129,70,0,12,11
22/04/02,C9 Qit0ng,132,65,0,19,28
22/04/02,TSM Keaiduo,132,65,0,7,3
22/04/02,TA Dec0y,134,60,0,20,33
22/04/02,SN Saico,134,60,0,15,20
22/04/02,EG Soligo,134,60,0,25,40
22/04/02,DARE Enigma,134,60,0,9,7
22/04/02,R7 Slow,134,60,0,18,25
22/04/02,WC Crazy Goose,134,60,0,28,44
22/04/02,AK Pancake,140,55,0,16,25
22/04/02,Pobelter,140,55,0,29,50
22/04/02,CLG Poome,140,55,0,23,35
22/04/02,C9 k1ng,140,55,0,10,10
22/04/02,TSM Spica,140,55,0,8,5
22/04/02,DIG Spawn,140,55,0,9,12
22/04/02,EG Danny,140,55,0,9,7
22/04/02,Solo,140,55,0,8,5
22/04/02,AZE 5kid,148,50,0,12,14
22/04/02,100X Keel,148,50,0,26,43
22/04/02,BOG Inori,148,50,0,7,10
22/04/02,BOG B3nji,148,50,0,9,8
22/04/02,XTN Horus,148,50,0,8,6
22/04/02,GTC duoking,153,45,0,6,3
22/04/02,WIN Kenji,153,45,0,16,25
22/04/02,WC Jeremy,153,45,0,17,28
22/04/02,DNHA Svmmy,153,45,0,55,105
22/04/02,UCI Cinna,153,45,0,8,7
22/04/02,NOT Scoooped,153,45,0,6,3
22/04/02,MU Shady,153,45,0,8,8
22/04/02,DIG FakeGod,153,45,0,10,11
22/04/02,WIN FrostForest,153,45,0,7,6
22/04/02,DIG eXyu,153,45,0,12,16
22/04/02,XTN camilo,153,45,0,12,15
22/04/02,Doublelift,153,45,0,19,30
22/04/02,BAY Seranok,165,40,0,19,35
22/04/02,DIG Blue,165,40,0,7,6
22/04/02,INF Kz,165,40,0,15,24
22/04/02,DIG DARKWINGS,165,40,0,11,18
22/04/02,100 Gamsu,165,40,0,8,12
22/04/02,TSM Yursan,165,40,0,10,16
22/04/02,TSM Huni,165,40,0,5,3
22/04/02,DNHA Dinka,165,40,0,4,0
22/04/02,3P Zamudo,165,40,0,8,16
22/04/02,EST Acce,174,35,0,39,76
22/04/02,UCI Misterdot,174,35,0,5,7
22/04/02,100X Sniper,174,35,0,5,4
22/04/02,CLG Triple,174,35,0,7,8
22/04/02,R7 Daiky,174,35,0,9,18
22/04/02,WC 0 n a t,174,35,0,4,3
22/04/02,WC Toasty,174,35,0,4,1
22/04/02,GTC Vakin,174,35,0,8,10
22/04/02,MU APA,174,35,0,8,12
22/04/02,100X donbray,183,30,0,6,6
22/04/02,RAD Lightpulse,183,30,0,11,19
22/04/02,IMA shochi,183,30,0,6,6
22/04/02,TL Rhino,183,30,0,4,2
22/04/02,GG Violet,183,30,0,4,3
22/04/02,AK Skeeto,183,30,0,13,23
22/04/02,NOT Dragoon,189,25,0,4,3
22/04/02,WC Griffin,189,25,0,17,33
22/04/02,DARE BMFX,189,25,0,3,1
22/04/02,XTN Zerito,189,25,0,10,29
22/04/02,UCI dtro18,189,25,0,13,22
22/04/02,SN im baekho,189,25,0,8,11
22/04/02,NOT Jishuka,189,25,0,7,9
22/04/02,IMA Trevor,189,25,0,8,14
22/04/02,GG Akaadian,189,25,0,5,6
22/04/02,MUS Getback,198,20,0,4,6
22/04/02,BAY Bejjaniii,198,20,0,5,6
22/04/02,DARE Censored,198,20,0,3,6
22/04/02,UCI sahori,198,20,0,3,5
22/04/02,BAY Dragonmin,198,20,0,5,9
22/04/02,INF Jauny,198,20,0,6,9
22/04/02,Qit0ng,198,20,0,2,0
22/04/02,EGP Faisal,198,20,0,3,2
22/04/02,TG Qwacker,198,20,0,2,2
22/04/02,EGP Perry,207,15,0,5,10
22/04/02,IMA Meech,207,15,0,2,7
22/04/02,AK Zothve,207,15,0,27,59
22/04/02,UCI Berik,207,15,0,2,1
22/04/02,SN Firetheft,207,15,0,2,3
22/04/02,IMA animegirl,207,15,0,3,6
22/04/02,Goldenglue,207,15,0,5,8
22/04/02,AZE Aloned,207,15,0,11,19
22/04/02,DIG Eclipse,207,15,0,3,4
22/04/02,ISG seiya,207,15,0,3,5
22/04/02,ISG FIare,207,15,0,2,3
22/04/02,Sneaky,207,15,0,2,2
22/04/02,NR Pynt,207,15,0,3,5
22/04/02,TG Doxa,220,10,0,1,0
22/04/02,ISG Gavotto,220,10,0,2,2
22/04/02,RAD Bluster,220,10,0,1,1
22/04/02,GET Plugo,220,10,0,2,3
22/04/02,C9 Fudge,220,10,0,1,0
22/04/02,R7 Ceo,220,10,0,3,4
22/04/02,ISU DrewDozer,220,10,0,1,2
22/04/02,CIyde,220,10,0,7,22
22/04/02,3P Munchy,220,10,0,2,3
22/04/02,WC Rhino,220,10,0,1,0
22/04/02,BOG Tuesday,220,10,0,1,3
22/04/02,WC O n a t,220,10,0,2,5
22/04/02,BOG dshao,220,10,0,2,2
22/04/02,YU Wally,220,10,0,1,1
22/04/02,AnDa,220,10,0,1,0
22/04/02,EG SkyTec,235,5,0,15,37
22/04/02,DARE Blossoms,235,5,0,4,10
22/04/02,WIN Avano,235,5,0,3,7
22/04/02,RAD Crimson,235,5,0,1,1
22/04/02,3P Lunar2,235,5,0,1,1
22/04/02,BAY Braine,240,0,0,2,5
22/04/02,MUS Kind,240,0,0,3,6
22/04/02,TA Nemesis9,240,0,0,2,10
22/04/02,MU Azog,240,0,0,9,22
22/04/02,MU Odd Orange,240,0,0,2,12
22/04/02,DARE Snow2,240,0,0,0,4
22/04/02,TG Cozy,240,0,0,0,1
22/04/02,NOT Blazze,240,0,0,1,3
22/04/02,WIN Saint GRIMM,240,0,0,0,9
22/04/02,DARE Leemo,240,0,0,3,9
22/04/02,WIN Mordio,240,0,0,5,14
22/04/02,SN Pseudo,240,0,0,0,5
22/04/02,BAY SophistSage,240,0,0,1,2
22/04/02,WIN Vex,240,0,0,8,17
22/04/02,AZE Straight,240,0,0,4,8
22/04/02,EGP Daption,240,0,0,1,6
22/04/02,Mash,240,0,0,0,3
22/04/02,100X Mist,240,0,0,0,1
22/04/02,EGP LEO99,240,0,0,1,4
22/04/02,GET Fs,240,0,0,1,9
22/04/02,DIG Biofrost,240,0,0,2,6
22/04/02,TG Links,240,0,0,0,2
22/04/02,C9 Winsome,240,0,0,0,3
22/04/02,INF Brayaron,240,0,0,4,12
22/04/02,XTN Tyr,240,0,0,2,8
22/04/02,INF SolidSnake,240,0,0,1,11
22/04/02,GG Iconic,240,0,0,0,2
22/04/02,ISG Follow,240,0,0,3,7
22/04/02,MU Aizo,240,0,0,1,4
22/04/02,ISU Tempos,240,0,0,2,5
22/04/02,WC Rapid,240,0,0,1,8
22/04/02,Min,240,0,0,0,1
22/04/02,3P MikeYeung,240,0,0,0,3
22/04/02,GET Warangelus,240,0,0,2,10
22/04/02,ISU Yen,240,0,0,2,9
22/04/02,GTC SiddyWiddy,240,0,0,0,2
22/04/01,EG jojopyun,1,885,50,126,76
22/04/01,GG Olleh,2,800,40,114,69
22/04/01,EG Kaori,3,780,30,119,82
22/04/01,EG Srtty,4,740,30,109,70
22/04/01,C9 Zven,5,725,30,105,65
22/04/01,BOG RJS,6,650,20,130,130
22/04/01,EST Mia,7,635,20,100,73
22/04/01,TL Armao,8,630,20,98,70
22/04/01,FLY Kumo,9,625,20,115,107
22/04/01,CLG Dhokla,10,605,20,91,61
22/04/01,EG Tomio,11,590,10,105,92
22/04/01,DIG River,12,565,10,73,34
22/04/01,GG Tony Top,13,535,10,99,91
22/04/01,TL Yeon,14,490,10,72,46
22/04/01,ISG ADD,15,480,10,62,28
22/04/01,FLY Tomo,16,475,10,72,49
22/04/01,SN Ariendel,17,455,10,82,73
22/04/01,GG Lost,18,450,10,63,36
22/04/01,FLY Josedeodo,19,440,10,78,68
22/04/01,100 Kenvi,19,440,10,65,42
22/04/01,TL Hans sama,21,435,10,64,41
22/04/01,CLG Breezy,21,435,10,80,73
22/04/01,Lourlo,23,415,10,93,103
22/04/01,TSM Takeover,24,405,10,79,80
22/04/01,IMT Arrow,25,395,10,63,47
22/04/01,Smoothie,26,390,5,74,70
22/04/01,AZE Dimitry,26,390,5,62,48
22/04/01,TL CoreJJ,28,385,5,59,41
22/04/01,FLY Johnsun,29,380,5,55,34
22/04/01,GG Ablazeolive,29,380,5,66,56
22/04/01,100 Busio,31,375,5,62,52
22/04/01,TL Eyla,32,355,5,55,39
22/04/01,NOT Yukino,32,355,5,61,51
22/04/01,FLY Diamond,34,340,5,72,76
22/04/01,ISG Jelly,35,335,5,51,35
22/04/01,IMT Destiny,35,335,5,58,50
22/04/01,100 Abbedagge,35,335,5,50,33
22/04/01,GG Licorice,38,330,5,49,32
22/04/01,100 Tenacity,38,330,5,55,47
22/04/01,C9 Darshan,40,320,5,63,65
22/04/01,C9 Malice,41,310,5,48,34
22/04/01,MU Niles,42,305,5,55,50
22/04/01,FLY Philip,42,305,5,63,67
22/04/01,R7 Cepted,42,305,5,51,41
22/04/01,TL Santorin,45,300,5,46,35
22/04/01,GG Pridestalkr,46,295,5,74,89
22/04/01,100X Sword,47,290,5,57,61
22/04/01,Stunt,47,290,5,56,56
22/04/01,IMA Winston,49,280,5,71,88
22/04/01,XTN Keine,50,270,5,48,44
22/04/01,Gweiss,51,260,0,47,43
22/04/01,DIG Neo,51,260,0,34,16
22/04/01,EG Impact,53,255,0,46,41
22/04/01,CLG Jenkins,53,255,0,39,29
22/04/01,C9 Summit,53,255,0,36,23
22/04/01,UCI duong pro,56,250,0,46,46
22/04/01,IMT PowerOfEvil,56,250,0,35,21
22/04/01,TSM Shenyi,58,245,0,47,45
22/04/01,EST Bvoy,59,240,0,64,82
22/04/01,TL Bjergsen,59,240,0,38,29
22/04/01,R7 SoHwan,61,235,0,50,55
22/04/01,CLG Luger,61,235,0,49,52
22/04/01,EST Leza,61,235,0,40,33
22/04/01,CLG Palafox,64,230,0,51,60
22/04/01,100 Closer,64,230,0,36,26
22/04/01,TL Bwipo,64,230,0,40,34
22/04/01,100 JimieN,67,225,0,40,36
22/04/01,AK Luci,68,220,0,50,58
22/04/01,EG Vulcan,69,215,0,33,24
22/04/01,FLY toucouille,70,210,0,45,49
22/04/01,EGP Sketch,71,205,0,40,45
22/04/01,AZE Lonely,72,200,0,26,12
22/04/01,100X Insanity,73,195,0,40,43
22/04/01,FLY Spirax,73,195,0,36,33
22/04/01,AK CaD,73,195,0,31,26
22/04/01,IMT Pretty,76,190,0,43,48
22/04/01,C9 Isles,76,190,0,31,26
22/04/01,GG ry0ma,76,190,0,31,24
22/04/01,Svenskeren,76,190,0,30,22
22/04/01,IMT Revenge,80,185,0,40,44
22/04/01,C9 Blaber,80,185,0,25,13
22/04/01,100 huhi,82,180,0,42,50
22/04/01,TSM V1per,82,180,0,32,28
22/04/01,IMT Concept,82,180,0,42,49
22/04/01,TSM Instinct,85,175,0,50,65
22/04/01,IMT Xerxe,86,170,0,27,20
22/04/01,C9 Berserker,87,165,0,27,22
22/04/01,AK Hoglet,88,160,0,26,22
22/04/01,EG Inspired,88,160,0,29,26
22/04/01,Jensen,88,160,0,32,36
22/04/01,R7 Oddie,91,155,0,25,20
22/04/01,TL Haeri,91,155,0,37,49
22/04/01,EST Grell,93,150,0,36,42
22/04/01,CLG RoseThorn,94,145,0,22,15
22/04/01,FLY aphromoo,95,140,0,31,35
22/04/01,GG Stixxay,95,140,0,21,19
22/04/01,EST Lyg,95,140,0,45,66
22/04/01,WC Strompest,98,135,0,37,52
22/04/01,DIG JayJ,98,135,0,21,15
22/04/01,100 FBI,98,135,0,27,28
22/04/01,INF cody,101,130,0,27,29
22/04/01,IMT Joey,101,130,0,33,40
22/04/01,IMT Dardoch,103,125,0,20,15
22/04/01,C9 Copy,103,125,0,15,5
22/04/01,TL Bradley,105,120,0,37,51
22/04/01,TSM Tactical,105,120,0,20,16
22/04/01,IMT WildTurtle,107,115,0,22,21
22/04/01,100 Wixxi,108,110,0,21,22
22/04/01,CLG Contractz,108,110,0,13,4
22/04/01,NOT 5fire,108,110,0,17,12
22/04/01,100X Array,111,105,0,31,42
22/04/01,Keith,111,105,0,30,42
22/04/01,WC Minui,113,100,0,16,14
22/04/01,GET Bardito,114,95,0,20,23
22/04/01,GET Fix,114,95,0,38,59
22/04/01,3P Messages,114,95,0,14,11
22/04/01,IMT Chad,117,90,0,18,18
22/04/01,INF Ackerman,117,90,0,18,20
22/04/01,TA Nightstar,119,85,0,24,35
22/04/01,NOT Gryffinn,119,85,0,24,37
22/04/01,GG Chime,119,85,0,16,15
22/04/01,R7 Warangelus,122,80,0,35,54
22/04/01,TSM Hyper,122,80,0,11,7
22/04/01,XTN Archer,122,80,0,29,46
22/04/01,FLY Yuuji,122,80,0,28,40
22/04/01,CLG Prismal,122,80,0,21,26
22/04/01,UCI Kim Down,127,75,0,11,8
22/04/01,100 Ssumday,127,75,0,23,33
