date,summoner_name,rank,lp,season_points,wins,losses
22/08/30,IMA shochi,185,30,0,6,6
22/08/30,RAD Lightpulse,187,30,0,11,19
22/08/30,AK Skeeto,188,30,0,13,23
22/08/30,100 BMFX,189,25,0,3,1
22/08/30,NOT Dragoon,190,25,0,4,3
22/08/30,GG Akaadian,191,25,0,5,6
22/08/30,NOT Jishuka,192,25,0,7,9
22/08/30,SN im baekho,193,25,0,8,11
22/08/30,UCI dtro18,194,25,0,13,22
22/08/30,C9 Trevor,195,25,0,8,14
22/08/30,WC Griffin,196,25,0,17,33
22/08/30,XTN Zerito,197,25,0,10,29
22/08/30,Qit0ng,198,20,0,2,0
22/08/30,EGP Faisal,199,20,0,3,2
22/08/30,TG Qwacker,200,20,0,2,2
22/08/30,BAY Bejjaniii,201,20,0,5,6
22/08/30,MUS Getback,202,20,0,4,6
22/08/30,INF Jauny,202,20,0,6,9
22/08/30,UCI sahori,204,20,0,3,5
22/08/30,BAY Dragonmin,205,20,0,5,9
22/08/30,DARE Censored,206,20,0,3,6
22/08/30,UCI Berik,207,15,0,2,1
22/08/30,Sneaky,208,15,0,2,2
22/08/30,DIG Eclipse,209,15,0,3,4
22/08/30,SN Firetheft,210,15,0,2,3
22/08/30,ISG FIare,210,15,0,2,3
22/08/30,Goldenglue,212,15,0,5,8
22/08/30,ISG seiya,213,15,0,3,5
22/08/30,NR Pynt,213,15,0,3,5
22/08/30,AZE Aloned,215,15,0,11,19
22/08/30,300 Perry,216,15,0,5,10
22/08/30,IMA animegirl,216,15,0,3,6
22/08/30,AK Zothve,218,15,0,27,59
22/08/30,CLG Meech,219,15,0,2,7
22/08/30,EGP Doxa,220,10,0,1,0
22/08/30,C9 Fudge,220,10,0,1,0
22/08/30,WC Rhino,220,10,0,1,0
22/08/30,AnDa,220,10,0,1,0
22/08/30,ISG Gavotto,224,10,0,2,2
22/08/30,RAD Bluster,224,10,0,1,1
22/08/30,BOG dshao,224,10,0,2,2
22/08/30,YU Wally,224,10,0,1,1
22/08/30,R7 Ceo,228,10,0,3,4
22/08/30,GET Plugo,229,10,0,2,3
22/08/30,3P Munchy,229,10,0,2,3
22/08/30,ISU DrewDozer,231,10,0,1,2
22/08/30,WC Onat,232,10,0,2,5
22/08/30,BOG Tuesday,233,10,0,1,3
22/08/30,CIyde,234,10,0,7,22
22/08/30,RAD Crimson,235,5,0,1,1
22/08/30,3P Lunar2,235,5,0,1,1
22/08/30,WIN Avano,237,5,0,3,7
22/08/30,EG SkyTec,238,5,0,15,37
22/08/30,DARE Blossoms,239,5,0,4,10
22/08/30,MUS Kind,240,0,0,3,6
22/08/30,BAY SophistSage,240,0,0,1,2
22/08/30,AZE Straight,240,0,0,4,8
22/08/30,WIN Vex,243,0,0,8,17
22/08/30,ISG Follow,244,0,0,3,7
22/08/30,MU Azog,245,0,0,9,22
22/08/30,BAY Braine,246,0,0,2,5
22/08/30,ISU Tempos,246,0,0,2,5
22/08/30,WIN Mordio,248,0,0,5,14
22/08/30,NOT Blazze,249,0,0,1,3
22/08/30,TFTS Leemo,249,0,0,3,9
22/08/30,DIG Biofrost,249,0,0,2,6
22/08/30,INF Brayaron,249,0,0,4,12
22/08/30,EGP LEO99,253,0,0,1,4
22/08/30,XTN Tyr,253,0,0,2,8
22/08/30,MU Aizo,253,0,0,1,4
22/08/30,ISU Yen,256,0,0,2,9
22/08/30,AOER Nemesis9,257,0,0,2,10
22/08/30,MU Odd Orange,258,0,0,2,12
22/08/30,EGP Daption,258,0,0,1,6
22/08/30,WC Rapid,260,0,0,1,8
22/08/30,GET Fs,261,0,0,1,9
22/08/30,INF SolidSnake,262,0,0,1,11
22/08/30,DARE Snow2,263,0,0,0,4
22/08/30,TG Cozy,263,0,0,0,1
22/08/30,WIN Saint GRIMM,263,0,0,0,9
22/08/30,SN Pseudo,263,0,0,0,5
22/08/30,Mash,263,0,0,0,3
22/08/30,100X Mist,263,0,0,0,1
22/08/30,TG Links,263,0,0,0,2
22/08/30,C9 Winsome,263,0,0,0,3
22/08/30,GG Iconic,263,0,0,0,2
22/08/30,Min,263,0,0,0,1
22/08/30,3P MikeYeung,263,0,0,0,3
22/08/30,GTC SiddyWiddy,263,0,0,0,2
22/08/29,EG jojopyun,1,885,50,126,76
22/08/29,GG Olleh,2,800,40,114,69
22/08/29,EG Kaori,3,780,30,119,82
22/08/29,EG Srtty,4,740,30,109,70
22/08/29,C9 Zven,5,725,30,105,65
22/08/29,BOG RJS,6,650,20,130,130
22/08/29,TSM Mia,7,635,20,100,73
22/08/29,TL Armao,8,630,20,98,70
22/08/29,FLY Kumo,9,625,20,115,107
22/08/29,CLG Dhokla,10,605,20,91,61
22/08/29,EG Tomio,11,590,10,105,92
22/08/29,DIG River,12,565,10,73,34
22/08/29,GG Tony Top,13,535,10,99,91
22/08/29,TL Yeon,14,490,10,72,46
22/08/29,ISG ADD,15,480,10,62,28
22/08/29,FLY Tomo,16,475,10,72,49
22/08/29,SN Ariendel,17,455,10,82,73
22/08/29,IMT Lost,18,450,10,63,36
22/08/29,IMT Kenvi,19,440,10,65,42
22/08/29,FLY Josedeodo,20,440,10,78,68
22/08/29,TL Hans sama,21,435,10,64,41
22/08/29,CLG Breezy,22,435,10,80,73
22/08/29,Lourlo,23,415,10,93,103
22/08/29,TSM Takeover,24,405,10,79,80
22/08/29,IMT Arrow,25,395,10,63,47
22/08/29,AZE Dimitry,26,390,5,62,48
22/08/29,EG Smoothie,27,390,5,74,70
22/08/29,TL CoreJJ,28,385,5,59,41
22/08/29,FLY Johnsun,29,380,5,55,34
22/08/29,GG Ablazeolive,30,380,5,66,56
22/08/29,100 Busio,31,375,5,62,52
22/08/29,TL Eyla,32,355,5,55,39
22/08/29,EGP Yukino,33,355,5,61,51
22/08/29,FLY Diamond,34,340,5,72,76
22/08/29,100 Abbedagge,35,335,5,50,33
22/08/29,ISG Jelly,36,335,5,51,35
22/08/29,C9 Destiny,37,335,5,58,50
22/08/29,GG Licorice,38,330,5,49,32
22/08/29,100 Tenacity,39,330,5,55,47
22/08/29,C9 Darshan,40,320,5,63,65
22/08/29,C9 Malice,41,310,5,48,34
22/08/29,R7 Cepted,42,305,5,51,41
22/08/29,MU Niles,43,305,5,55,50
22/08/29,FLY Philip,44,305,5,63,67
22/08/29,TL Santorin,45,300,5,46,35
22/08/29,GG Pridestalkr,46,295,5,74,89
22/08/29,Stunt,47,290,5,56,56
22/08/29,100X Sword,48,290,5,57,61
22/08/29,IMA Winston,49,280,5,71,88
22/08/29,XTN Keine,50,270,5,48,44
22/08/29,DIG Neo,51,260,0,34,16
22/08/29,Gweiss,52,260,0,47,43
22/08/29,C9 Summit,53,255,0,36,23
22/08/29,CLG Jenkins,54,255,0,39,29
22/08/29,EG Impact,55,255,0,46,41
22/08/29,IMT PowerOfEvil,56,250,0,35,21
22/08/29,UCI duong pro,57,250,0,46,46
22/08/29,TSM Shenyi,58,245,0,47,45
22/08/29,TL Bjergsen,59,240,0,38,29
22/08/29,EST Bvoy,60,240,0,64,82
22/08/29,AK Leza,61,235,0,40,33
22/08/29,CLG Luger,62,235,0,49,52
22/08/29,R7 SoHwan,63,235,0,50,55
22/08/29,100 Closer,64,230,0,36,26
22/08/29,TL Bwipo,65,230,0,40,34
22/08/29,CLG Palafox,66,230,0,51,60
22/08/29,100 JimieN,67,225,0,40,36
22/08/29,AK Luci,68,220,0,50,58
22/08/29,EG Vulcan,69,215,0,33,24
22/08/29,FLY toucouille,70,210,0,45,49
22/08/29,FEAR Sketch,71,205,0,40,45
22/08/29,AZE Lonely,72,200,0,26,12
22/08/29,AK CaD,73,195,0,31,26
22/08/29,FLY Spirax,74,195,0,36,33
22/08/29,DIG Insanity,75,195,0,40,43
22/08/29,Svenskeren,76,190,0,30,22
22/08/29,JK ry0ma,77,190,0,31,24
22/08/29,C9 Isles,78,190,0,31,26
22/08/29,IMT Pretty,79,190,0,43,48
22/08/29,C9 Blaber,80,185,0,25,13
22/08/29,IMT Revenge,81,185,0,40,44
22/08/29,TSM V1per,82,180,0,32,28
22/08/29,GG Concept,83,180,0,42,49
22/08/29,100 huhi,84,180,0,42,50
22/08/29,TSM Instinct,85,175,0,50,65
22/08/29,IMT Xerxe,86,170,0,27,20
22/08/29,C9 Berserker,87,165,0,27,22
22/08/29,AK Hoglet,88,160,0,26,22
22/08/29,EG Inspired,89,160,0,29,26
22/08/29,C9 Jensen,90,160,0,32,36
22/08/29,R7 Oddie,91,155,0,25,20
22/08/29,TL Haeri,92,155,0,37,49
22/08/29,ISG Grell,93,150,0,36,42
22/08/29,CLG RoseThorn,94,145,0,22,15
22/08/29,GG Stixxay,95,140,0,21,19
22/08/29,FLY aphromoo,96,140,0,31,35
22/08/29,EST Lyg,97,140,0,45,66
22/08/29,DIG JayJ,98,135,0,21,15
22/08/29,100 FBI,99,135,0,27,28
22/08/29,WC Strompest,100,135,0,37,52
22/08/29,INF cody,101,130,0,27,29
22/08/29,IMT Joey,102,130,0,33,40
22/08/29,C9 Copy,103,125,0,15,5
22/08/29,IMT Dardoch,104,125,0,20,15
22/08/29,TSM Tactical,105,120,0,20,16
22/08/29,TL Bradley,106,120,0,37,51
22/08/29,IMT WildTurtle,107,115,0,22,21
22/08/29,CLG Contractz,108,110,0,13,4
22/08/29,NOT 5fire,109,110,0,17,12
22/08/29,C9 Wixxi,110,110,0,21,22
22/08/29,GG Array,111,105,0,31,42
22/08/29,Keith,112,105,0,30,42
22/08/29,300 Minui,113,100,0,16,14
22/08/29,3P Messages,114,95,0,14,11
22/08/29,XTN Bardito,115,95,0,20,23
22/08/29,GET Fix,116,95,0,38,59
22/08/29,IMT Chad,117,90,0,18,18
22/08/29,INF Ackerman,118,90,0,18,20
22/08/29,GG Chime,119,85,0,16,15
22/08/29,TA Nightstar,120,85,0,24,35
22/08/29,NOT Gryffinn,121,85,0,24,37
22/08/29,TSM Hyper,122,80,0,11,7
22/08/29,CLG Prismal,123,80,0,21,26
22/08/29,FLY Yuuji,124,80,0,28,40
22/08/29,XTN Archer,125,80,0,29,46
22/08/29,UCI Kim Down,126,75,0,11,8
22/08/29,100 Ssumday,127,75,0,23,33
22/08/29,FEAR Trixter,128,70,0,10,7
22/08/29,300 Raheen,129,70,0,11,8
22/08/29,TA Chookies,130,70,0,12,11
22/08/29,TSM Keaiduo,131,65,0,7,3
22/08/29,C9 Qit0ng,132,65,0,19,28
22/08/29,DARE Enigma,133,60,0,9,7
22/08/29,SN Saico,134,60,0,15,20
22/08/29,R7 Slow,135,60,0,18,25
22/08/29,WC Crazy Goose,136,60,0,28,44
22/08/29,EG Soligo,137,60,0,25,40
22/08/29,TA Dec0y,138,60,0,20,33
22/08/29,TSM Spica,139,55,0,8,5
22/08/29,CLG Solo,139,55,0,8,5
22/08/29,EG Danny,141,55,0,9,7
22/08/29,C9 k1ng,142,55,0,10,10
22/08/29,DIG Spawn,143,55,0,9,12
22/08/29,CLG Poome,144,55,0,23,35
22/08/29,AK Pancake,145,55,0,16,25
22/08/29,Pobelter,146,55,0,29,50
22/08/29,XTN Horus,147,50,0,8,6
22/08/29,BOG B3nji,148,50,0,9,8
22/08/29,AZE 5kid,149,50,0,12,14
22/08/29,BOG Inori,150,50,0,7,10
22/08/29,100X Keel,151,50,0,26,43
22/08/29,GET Warangelus,152,50,0,37,64
22/08/29,AGT Duoking1,153,45,0,6,3
22/08/29,JK Scoooped,153,45,0,6,3
22/08/29,WIN FrostForest,155,45,0,7,6
22/08/29,UCI Cinna,156,45,0,8,7
22/08/29,MU Shady,157,45,0,8,8
22/08/29,DIG FakeGod,158,45,0,10,11
22/08/29,XTN camilo,159,45,0,12,15
22/08/29,DIG eXyu,160,45,0,12,16
22/08/29,WU Kenji,161,45,0,16,25
22/08/29,Doublelift,162,45,0,19,30
22/08/29,WC Jeremy,163,45,0,17,28
22/08/29,Creamcheese,164,45,0,55,105
22/08/29,3P Dinka,165,40,0,4,0
22/08/29,TSM Huni,166,40,0,5,3
22/08/29,DIG Blue,167,40,0,7,6
22/08/29,DIG Gamsu,168,40,0,8,12
22/08/29,INF Kz,169,40,0,15,24
22/08/29,TSM Yursan,169,40,0,10,16
22/08/29,100X DARKWINGS,171,40,0,11,18
22/08/29,BAY Seranok,172,40,0,19,35
22/08/29,AOE Zamudo,173,40,0,8,16
22/08/29,WC Toasty,174,35,0,4,1
22/08/29,WC 0 n a t,175,35,0,4,3
22/08/29,100X Sniper,176,35,0,5,4
22/08/29,CLG Triple,177,35,0,7,8
22/08/29,GTC Vakin,178,35,0,8,10
22/08/29,UCI Misterdot,179,35,0,5,7
22/08/29,MU APA,180,35,0,8,12
22/08/29,EST Acce,181,35,0,39,76
22/08/29,R7 Daiky,182,35,0,9,18
22/08/29,TL Rhino,183,30,0,4,2
22/08/29,GG Violet,184,30,0,4,3
22/08/29,EG donbray,185,30,0,6,6
22/08/29,IMA shochi,185,30,0,6,6
22/08/29,RAD Lightpulse,187,30,0,11,19
22/08/29,AK Skeeto,188,30,0,13,23
22/08/29,100 BMFX,189,25,0,3,1
22/08/29,NOT Dragoon,190,25,0,4,3
22/08/29,GG Akaadian,191,25,0,5,6
22/08/29,NOT Jishuka,192,25,0,7,9
22/08/29,SN im baekho,193,25,0,8,11
22/08/29,UCI dtro18,194,25,0,13,22
22/08/29,C9 Trevor,195,25,0,8,14
22/08/29,WC Griffin,196,25,0,17,33
22/08/29,XTN Zerito,197,25,0,10,29
22/08/29,Qit0ng,198,20,0,2,0
22/08/29,EGP Faisal,199,20,0,3,2
22/08/29,TG Qwacker,200,20,0,2,2
22/08/29,BAY Bejjaniii,201,20,0,5,6
22/08/29,MUS Getback,202,20,0,4,6
22/08/29,INF Jauny,202,20,0,6,9
22/08/29,UCI sahori,204,20,0,3,5
22/08/29,BAY Dragonmin,205,20,0,5,9
22/08/29,DARE Censored,206,20,0,3,6
22/08/29,UCI Berik,207,15,0,2,1
22/08/29,Sneaky,208,15,0,2,2
22/08/29,DIG Eclipse,209,15,0,3,4
22/08/29,SN Firetheft,210,15,0,2,3
22/08/29,ISG FIare,210,15,0,2,3
22/08/29,Goldenglue,212,15,0,5,8
22/08/29,ISG seiya,213,15,0,3,5
22/08/29,NR Pynt,213,15,0,3,5
22/08/29,AZE Aloned,215,15,0,11,19
22/08/29,300 Perry,216,15,0,5,10
22/08/29,IMA animegirl,216,15,0,3,6
22/08/29,AK Zothve,218,15,0,27,59
22/08/29,CLG Meech,219,15,0,2,7
22/08/29,EGP Doxa,220,10,0,1,0
22/08/29,C9 Fudge,220,10,0,1,0
22/08/29,WC Rhino,220,10,0,1,0
22/08/29,AnDa,220,10,0,1,0
22/08/29,ISG Gavotto,224,10,0,2,2
22/08/29,RAD Bluster,224,10,0,1,1
22/08/29,BOG dshao,224,10,0,2,2
22/08/29,YU Wally,224,10,0,1,1
22/08/29,R7 Ceo,228,10,0,3,4
22/08/29,GET Plugo,229,10,0,2,3
22/08/29,3P Munchy,229,10,0,2,3
22/08/29,ISU DrewDozer,231,10,0,1,2
22/08/29,WC Onat,232,10,0,2,5
22/08/29,BOG Tuesday,233,10,0,1,3
22/08/29,CIyde,234,10,0,7,22
22/08/29,RAD Crimson,235,5,0,1,1
22/08/29,3P Lunar2,235,5,0,1,1
22/08/29,WIN Avano,237,5,0,3,7
22/08/29,EG SkyTec,238,5,0,15,37
22/08/29,DARE Blossoms,239,5,0,4,10
22/08/29,MUS Kind,240,0,0,3,6
22/08/29,BAY SophistSage,240,0,0,1,2
22/08/29,AZE Straight,240,0,0,4,8
22/08/29,WIN Vex,243,0,0,8,17
22/08/29,ISG Follow,244,0,0,3,7
22/08/29,MU Azog,245,0,0,9,22
22/08/29,BAY Braine,246,0,0,2,5
22/08/29,ISU Tempos,246,0,0,2,5
22/08/29,WIN Mordio,248,0,0,5,14
22/08/29,NOT Blazze,249,0,0,1,3
22/08/29,TFTS Leemo,249,0,0,3,9
22/08/29,DIG Biofrost,249,0,0,2,6
22/08/29,INF Brayaron,249,0,0,4,12
22/08/29,EGP LEO99,253,0,0,1,4
22/08/29,XTN Tyr,253,0,0,2,8
22/08/29,MU Aizo,253,0,0,1,4
22/08/29,ISU Yen,256,0,0,2,9
22/08/29,AOER Nemesis9,257,0,0,2,10
22/08/29,MU Odd Orange,258,0,0,2,12
22/08/29,EGP Daption,258,0,0,1,6
22/08/29,WC Rapid,260,0,0,1,8
22/08/29,GET Fs,261,0,0,1,9
22/08/29,INF SolidSnake,262,0,0,1,11
22/08/29,DARE Snow2,263,0,0,0,4
22/08/29,TG Cozy,263,0,0,0,1
22/08/29,WIN Saint GRIMM,263,0,0,0,9
22/08/29,SN Pseudo,263,0,0,0,5
22/08/29,Mash,263,0,0,0,3
22/08/29,100X Mist,263,0,0,0,1
22/08/29,TG Links,263,0,0,0,2
22/08/29,C9 Winsome,263,0,0,0,3
22/08/29,GG Iconic,263,0,0,0,2
22/08/29,Min,263,0,0,0,1
22/08/29,3P MikeYeung,263,0,0,0,3
22/08/29,GTC SiddyWiddy,263,0,0,0,2
22/08/27,EG jojopyun,1,885,50,126,76
22/08/27,GG Olleh,2,800,40,114,69
22/08/27,EG Kaori,3,780,30,119,82
22/08/27,EG Srtty,4,740,30,109,70
22/08/27,C9 Zven,5,725,30,105,65
22/08/27,BOG RJS,6,650,20,130,130
22/08/27,TSM Mia,7,635,20,100,73
22/08/27,TL Armao,8,630,20,98,70
22/08/27,FLY Kumo,9,625,20,115,107
22/08/27,CLG Dhokla,10,605,20,91,61
22/08/27,EG Tomio,11,590,10,105,92
22/08/27,DIG River,12,565,10,73,34
22/08/27,GG Tony Top,13,535,10,99,91
22/08/27,TL Yeon,14,490,10,72,46
22/08/27,ISG ADD,15,480,10,62,28
22/08/27,FLY Tomo,16,475,10,72,49
22/08/27,SN Ariendel,17,455,10,82,73
22/08/27,IMT Lost,18,450,10,63,36
22/08/27,IMT Kenvi,19,440,10,65,42
22/08/27,FLY Josedeodo,20,440,10,78,68
22/08/27,TL Hans sama,21,435,10,64,41
22/08/27,CLG Breezy,22,435,10,80,73
22/08/27,Lourlo,23,415,10,93,103
22/08/27,TSM Takeover,24,405,10,79,80
22/08/27,IMT Arrow,25,395,10,63,47
22/08/27,AZE Dimitry,26,390,5,62,48
22/08/27,EG Smoothie,27,390,5,74,70
22/08/27,TL CoreJJ,28,385,5,59,41
22/08/27,FLY Johnsun,29,380,5,55,34
22/08/27,GG Ablazeolive,30,380,5,66,56
22/08/27,100 Busio,31,375,5,62,52
22/08/27,TL Eyla,32,355,5,55,39
22/08/27,EGP Yukino,33,355,5,61,51
22/08/27,FLY Diamond,34,340,5,72,76
22/08/27,100 Abbedagge,35,335,5,50,33
22/08/27,ISG Jelly,36,335,5,51,35
22/08/27,C9 Destiny,37,335,5,58,50
22/08/27,GG Licorice,38,330,5,49,32
22/08/27,100 Tenacity,39,330,5,55,47
22/08/27,C9 Darshan,40,320,5,63,65
22/08/27,C9 Malice,41,310,5,48,34
22/08/27,R7 Cepted,42,305,5,51,41
22/08/27,MU Niles,43,305,5,55,50
22/08/27,FLY Philip,44,305,5,63,67
22/08/27,TL Santorin,45,300,5,46,35
22/08/27,GG Pridestalkr,46,295,5,74,89
22/08/27,Stunt,47,290,5,56,56
22/08/27,100X Sword,48,290,5,57,61
22/08/27,IMA Winston,49,280,5,71,88
22/08/27,XTN Keine,50,270,5,48,44
22/08/27,DIG Neo,51,260,0,34,16
22/08/27,Gweiss,52,260,0,47,43
22/08/27,C9 Summit,53,255,0,36,23
22/08/27,CLG Jenkins,54,255,0,39,29
22/08/27,EG Impact,55,255,0,46,41
22/08/27,IMT PowerOfEvil,56,250,0,35,21
22/08/27,UCI duong pro,57,250,0,46,46
22/08/27,TSM Shenyi,58,245,0,47,45
22/08/27,TL Bjergsen,59,240,0,38,29
22/08/27,EST Bvoy,60,240,0,64,82
22/08/27,AK Leza,61,235,0,40,33
22/08/27,CLG Luger,62,235,0,49,52
22/08/27,R7 SoHwan,63,235,0,50,55
22/08/27,100 Closer,64,230,0,36,26
22/08/27,TL Bwipo,65,230,0,40,34
22/08/27,CLG Palafox,66,230,0,51,60
22/08/27,100 JimieN,67,225,0,40,36
22/08/27,AK Luci,68,220,0,50,58
22/08/27,EG Vulcan,69,215,0,33,24
22/08/27,FLY toucouille,70,210,0,45,49
22/08/27,FEAR Sketch,71,205,0,40,45
22/08/27,AZE Lonely,72,200,0,26,12
22/08/27,AK CaD,73,195,0,31,26
22/08/27,FLY Spirax,74,195,0,36,33
22/08/27,DIG Insanity,75,195,0,40,43
22/08/27,Svenskeren,76,190,0,30,22
22/08/27,JK ry0ma,77,190,0,31,24
22/08/27,C9 Isles,78,190,0,31,26
22/08/27,IMT Pretty,79,190,0,43,48
22/08/27,C9 Blaber,80,185,0,25,13
22/08/27,IMT Revenge,81,185,0,40,44
22/08/27,TSM V1per,82,180,0,32,28
22/08/27,GG Concept,83,180,0,42,49
22/08/27,100 huhi,84,180,0,42,50
22/08/27,TSM Instinct,85,175,0,50,65
22/08/27,IMT Xerxe,86,170,0,27,20
22/08/27,C9 Berserker,87,165,0,27,22
22/08/27,AK Hoglet,88,160,0,26,22
22/08/27,EG Inspired,89,160,0,29,26
22/08/27,C9 Jensen,90,160,0,32,36
22/08/27,R7 Oddie,91,155,0,25,20
22/08/27,TL Haeri,92,155,0,37,49
22/08/27,ISG Grell,93,150,0,36,42
22/08/27,CLG RoseThorn,94,145,0,22,15
22/08/27,GG Stixxay,95,140,0,21,19
22/08/27,FLY aphromoo,96,140,0,31,35
22/08/27,EST Lyg,97,140,0,45,66
22/08/27,DIG JayJ,98,135,0,21,15
22/08/27,100 FBI,99,135,0,27,28
22/08/27,WC Strompest,100,135,0,37,52
22/08/27,INF cody,101,130,0,27,29
22/08/27,IMT Joey,102,130,0,33,40
22/08/27,C9 Copy,103,125,0,15,5
22/08/27,IMT Dardoch,104,125,0,20,15
22/08/27,TSM Tactical,105,120,0,20,16
22/08/27,TL Bradley,106,120,0,37,51
22/08/27,IMT WildTurtle,107,115,0,22,21
22/08/27,CLG Contractz,108,110,0,13,4
22/08/27,NOT 5fire,109,110,0,17,12
22/08/27,C9 Wixxi,110,110,0,21,22
22/08/27,GG Array,111,105,0,31,42
22/08/27,Keith,112,105,0,30,42
22/08/27,300 Minui,113,100,0,16,14
22/08/27,3P Messages,114,95,0,14,11
22/08/27,XTN Bardito,115,95,0,20,23
22/08/27,GET Fix,116,95,0,38,59
22/08/27,IMT Chad,117,90,0,18,18
22/08/27,INF Ackerman,118,90,0,18,20
22/08/27,GG Chime,119,85,0,16,15
22/08/27,TA Nightstar,120,85,0,24,35
22/08/27,NOT Gryffinn,121,85,0,24,37
22/08/27,TSM Hyper,122,80,0,11,7
22/08/27,CLG Prismal,123,80,0,21,26
22/08/27,FLY Yuuji,124,80,0,28,40
22/08/27,XTN Archer,125,80,0,29,46
22/08/27,UCI Kim Down,126,75,0,11,8
22/08/27,100 Ssumday,127,75,0,23,33
22/08/27,FEAR Trixter,128,70,0,10,7
22/08/27,300 Raheen,129,70,0,11,8
22/08/27,TA Chookies,130,70,0,12,11
22/08/27,TSM Keaiduo,131,65,0,7,3
22/08/27,C9 Qit0ng,132,65,0,19,28
22/08/27,DARE Enigma,133,60,0,9,7
22/08/27,SN Saico,134,60,0,15,20
22/08/27,R7 Slow,135,60,0,18,25
22/08/27,WC Crazy Goose,136,60,0,28,44
22/08/27,EG Soligo,137,60,0,25,40
22/08/27,TA Dec0y,138,60,0,20,33
22/08/27,TSM Spica,139,55,0,8,5
22/08/27,CLG Solo,139,55,0,8,5
22/08/27,EG Danny,141,55,0,9,7
22/08/27,C9 k1ng,142,55,0,10,10
22/08/27,DIG Spawn,143,55,0,9,12
22/08/27,CLG Poome,144,55,0,23,35
22/08/27,AK Pancake,145,55,0,16,25
22/08/27,Pobelter,146,55,0,29,50
22/08/27,XTN Horus,147,50,0,8,6
22/08/27,BOG B3nji,148,50,0,9,8
22/08/27,AZE 5kid,149,50,0,12,14
22/08/27,BOG Inori,150,50,0,7,10
22/08/27,100X Keel,151,50,0,26,43
22/08/27,GET Warangelus,152,50,0,37,64
22/08/27,AGT Duoking1,153,45,0,6,3
22/08/27,JK Scoooped,153,45,0,6,3
22/08/27,WIN FrostForest,155,45,0,7,6
22/08/27,UCI Cinna,156,45,0,8,7
22/08/27,MU Shady,157,45,0,8,8
22/08/27,DIG FakeGod,158,45,0,10,11
22/08/27,XTN camilo,159,45,0,12,15
22/08/27,DIG eXyu,160,45,0,12,16
22/08/27,WU Kenji,161,45,0,16,25
22/08/27,Doublelift,162,45,0,19,30
22/08/27,WC Jeremy,163,45,0,17,28
22/08/27,Creamcheese,164,45,0,55,105
22/08/27,3P Dinka,165,40,0,4,0
22/08/27,TSM Huni,166,40,0,5,3
22/08/27,DIG Blue,167,40,0,7,6
22/08/27,DIG Gamsu,168,40,0,8,12
22/08/27,INF Kz,169,40,0,15,24
22/08/27,TSM Yursan,169,40,0,10,16
22/08/27,100X DARKWINGS,171,40,0,11,18
22/08/27,BAY Seranok,172,40,0,19,35
22/08/27,AOE Zamudo,173,40,0,8,16
22/08/27,WC Toasty,174,35,0,4,1
22/08/27,WC 0 n a t,175,35,0,4,3
22/08/27,100X Sniper,176,35,0,5,4
22/08/27,CLG Triple,177,35,0,7,8
22/08/27,GTC Vakin,178,35,0,8,10
22/08/27,UCI Misterdot,179,35,0,5,7
22/08/27,MU APA,180,35,0,8,12
22/08/27,EST Acce,181,35,0,39,76
22/08/27,R7 Daiky,182,35,0,9,18
22/08/27,TL Rhino,183,30,0,4,2
22/08/27,GG Violet,184,30,0,4,3
22/08/27,EG donbray,185,30,0,6,6
22/08/27,IMA shochi,185,30,0,6,6
22/08/27,RAD Lightpulse,187,30,0,11,19
22/08/27,AK Skeeto,188,30,0,13,23
22/08/27,100 BMFX,189,25,0,3,1
22/08/27,NOT Dragoon,190,25,0,4,3
22/08/27,GG Akaadian,191,25,0,5,6
22/08/27,NOT Jishuka,192,25,0,7,9
22/08/27,SN im baekho,193,25,0,8,11
22/08/27,UCI dtro18,194,25,0,13,22
22/08/27,C9 Trevor,195,25,0,8,14
22/08/27,WC Griffin,196,25,0,17,33
22/08/27,XTN Zerito,197,25,0,10,29
22/08/27,Qit0ng,198,20,0,2,0
22/08/27,EGP Faisal,199,20,0,3,2
22/08/27,TG Qwacker,200,20,0,2,2
22/08/27,BAY Bejjaniii,201,20,0,5,6
22/08/27,MUS Getback,202,20,0,4,6
22/08/27,INF Jauny,202,20,0,6,9
22/08/27,UCI sahori,204,20,0,3,5
22/08/27,BAY Dragonmin,205,20,0,5,9
22/08/27,DARE Censored,206,20,0,3,6
22/08/27,UCI Berik,207,15,0,2,1
22/08/27,Sneaky,208,15,0,2,2
22/08/27,DIG Eclipse,209,15,0,3,4
22/08/27,SN Firetheft,210,15,0,2,3
22/08/27,ISG FIare,210,15,0,2,3
22/08/27,Goldenglue,212,15,0,5,8
22/08/27,ISG seiya,213,15,0,3,5
22/08/27,NR Pynt,213,15,0,3,5
22/08/27,AZE Aloned,215,15,0,11,19
22/08/27,300 Perry,216,15,0,5,10
22/08/27,IMA animegirl,216,15,0,3,6
22/08/27,AK Zothve,218,15,0,27,59
22/08/27,CLG Meech,219,15,0,2,7
22/08/27,EGP Doxa,220,10,0,1,0
22/08/27,C9 Fudge,220,10,0,1,0
22/08/27,WC Rhino,220,10,0,1,0
22/08/27,AnDa,220,10,0,1,0
22/08/27,ISG Gavotto,224,10,0,2,2
22/08/27,RAD Bluster,224,10,0,1,1
22/08/27,BOG dshao,224,10,0,2,2
22/08/27,YU Wally,224,10,0,1,1
22/08/27,R7 Ceo,228,10,0,3,4
22/08/27,GET Plugo,229,10,0,2,3
